order_id,customer_id,product_id,order_date,quantity,discount,payment_method,status,product_name,category,sub_category,price,gross_sales,discount_amount,net_sales
5882,56,158,2024-04-06,2,15.0,Cash,Delivered,Coffee Maker 8,Home Appliances,Kitchen,5500.0,11000.0,1650.0,9350.0
5883,463,92,2024-05-23,5,15.0,Wallet,Delivered,Smart Watch 2,Fashion,Watches,6500.0,32500.0,4875.0,27625.0
5884,469,36,2025-11-09,3,15.0,Cash,Delivered,Headphones 6,Electronics,Accessories,3500.0,10500.0,1575.0,8925.0
5885,186,79,2024-01-09,4,20.0,UPI,Delivered,Jeans 9,Fashion,Clothing,2500.0,10000.0,2000.0,8000.0
5886,309,49,2025-07-26,2,20.0,Wallet,Delivered,Camera 9,Electronics,Cameras,50000.0,100000.0,20000.0,80000.0
5887,655,102,2025-01-04,2,0.0,Wallet,Delivered,Office Chair 2,Furniture,Chairs,8500.0,17000.0,0.0,17000.0
5888,412,59,2024-09-21,1,0.0,UPI,Delivered,Running Shoes 9,Fashion,Footwear,4500.0,4500.0,0.0,4500.0
5889,870,130,2025-12-05,5,15.0,Cash,Delivered,Bookshelf 10,Furniture,Storage,9500.0,47500.0,7125.0,40375.0
5890,4,161,2024-01-27,5,5.0,Wallet,Delivered,Mixer Grinder 1,Home Appliances,Kitchen,4200.0,21000.0,1050.0,19950.0
5891,953,2,2024-01-15,5,15.0,Net Banking,Cancelled,Laptop 2,Electronics,Computers,65000.0,325000.0,48750.0,276250.0
5892,980,185,2025-09-11,5,20.0,Cash,Delivered,Air Cooler 5,Home Appliances,Cooling,11000.0,55000.0,11000.0,44000.0
5893,171,198,2024-06-17,3,10.0,Card,Delivered,Air Fryer 8,Home Appliances,Kitchen,6500.0,19500.0,1950.0,17550.0
5894,762,77,2025-05-21,3,20.0,Wallet,Delivered,Jeans 7,Fashion,Clothing,2500.0,7500.0,1500.0,6000.0
5895,38,173,2025-11-19,5,15.0,UPI,Delivered,Vacuum Cleaner 3,Home Appliances,Cleaning,9000.0,45000.0,6750.0,38250.0
5896,680,165,2024-09-14,5,5.0,Net Banking,Delivered,Mixer Grinder 5,Home Appliances,Kitchen,4200.0,21000.0,1050.0,19950.0
5897,157,150,2024-06-11,4,20.0,UPI,Delivered,Bed Frame 10,Furniture,Beds,22000.0,88000.0,17600.0,70400.0
5898,44,183,2024-05-08,4,20.0,Net Banking,Delivered,Air Cooler 3,Home Appliances,Cooling,11000.0,44000.0,8800.0,35200.0
5899,561,27,2024-04-17,2,15.0,UPI,Delivered,Smart TV 7,Electronics,Television,45000.0,90000.0,13500.0,76500.0
5900,608,145,2024-09-09,4,10.0,UPI,Delivered,Bed Frame 5,Furniture,Beds,22000.0,88000.0,8800.0,79200.0
5901,335,172,2025-07-23,3,20.0,UPI,Delivered,Vacuum Cleaner 2,Home Appliances,Cleaning,9000.0,27000.0,5400.0,21600.0
5902,826,193,2025-07-22,5,5.0,Cash,Delivered,Air Fryer 3,Home Appliances,Kitchen,6500.0,32500.0,1625.0,30875.0
5903,833,81,2024-07-20,1,15.0,Wallet,Delivered,Backpack 1,Fashion,Bags,2200.0,2200.0,330.0,1870.0
5904,358,101,2024-03-23,1,15.0,Card,Delivered,Office Chair 1,Furniture,Chairs,8500.0,8500.0,1275.0,7225.0
5905,905,172,2024-11-24,1,20.0,Card,Delivered,Vacuum Cleaner 2,Home Appliances,Cleaning,9000.0,9000.0,1800.0,7200.0
5906,874,197,2024-11-17,5,0.0,UPI,Delivered,Air Fryer 7,Home Appliances,Kitchen,6500.0,32500.0,0.0,32500.0
5907,888,84,2025-08-10,2,10.0,Wallet,Delivered,Backpack 4,Fashion,Bags,2200.0,4400.0,440.0,3960.0
5908,952,187,2025-04-28,5,20.0,Wallet,Delivered,Air Cooler 7,Home Appliances,Cooling,11000.0,55000.0,11000.0,44000.0
5909,690,76,2025-09-07,2,20.0,Cash,Delivered,Jeans 6,Fashion,Clothing,2500.0,5000.0,1000.0,4000.0
5910,161,87,2025-12-03,2,0.0,Net Banking,Delivered,Backpack 7,Fashion,Bags,2200.0,4400.0,0.0,4400.0
5911,439,186,2025-01-31,5,20.0,Net Banking,Delivered,Air Cooler 6,Home Appliances,Cooling,11000.0,55000.0,11000.0,44000.0
5912,734,127,2024-01-14,4,10.0,Cash,Cancelled,Bookshelf 7,Furniture,Storage,9500.0,38000.0,3800.0,34200.0
5913,95,70,2025-04-30,1,15.0,UPI,Delivered,Casual Shirt 10,Fashion,Clothing,1800.0,1800.0,270.0,1530.0
5914,918,137,2024-04-07,5,10.0,Net Banking,Delivered,Sofa 7,Furniture,Sofas,28000.0,140000.0,14000.0,126000.0
5915,609,151,2025-08-19,1,15.0,UPI,Delivered,Coffee Maker 1,Home Appliances,Kitchen,5500.0,5500.0,825.0,4675.0
5916,282,110,2024-10-05,5,15.0,Card,Delivered,Office Chair 10,Furniture,Chairs,8500.0,42500.0,6375.0,36125.0
5917,240,22,2025-12-11,4,0.0,Net Banking,Delivered,Smart TV 2,Electronics,Television,45000.0,180000.0,0.0,180000.0
5918,613,175,2024-03-15,2,10.0,Cash,Delivered,Vacuum Cleaner 5,Home Appliances,Cleaning,9000.0,18000.0,1800.0,16200.0
5919,7,140,2025-01-14,2,0.0,Cash,Delivered,Sofa 10,Furniture,Sofas,28000.0,56000.0,0.0,56000.0
5920,807,165,2025-10-02,4,20.0,Cash,Delivered,Mixer Grinder 5,Home Appliances,Kitchen,4200.0,16800.0,3360.0,13440.0
5921,218,156,2025-03-28,3,15.0,Card,Delivered,Coffee Maker 6,Home Appliances,Kitchen,5500.0,16500.0,2475.0,14025.0
5922,256,4,2024-07-30,4,20.0,Net Banking,Delivered,Laptop 4,Electronics,Computers,65000.0,260000.0,52000.0,208000.0
5923,673,118,2025-08-14,1,15.0,Wallet,Delivered,Study Table 8,Furniture,Tables,12000.0,12000.0,1800.0,10200.0
5924,465,126,2024-03-04,3,5.0,UPI,Delivered,Bookshelf 6,Furniture,Storage,9500.0,28500.0,1425.0,27075.0
5925,859,101,2025-06-06,2,5.0,UPI,Delivered,Office Chair 1,Furniture,Chairs,8500.0,17000.0,850.0,16150.0
5926,14,24,2025-03-08,1,0.0,Net Banking,Delivered,Smart TV 4,Electronics,Television,45000.0,45000.0,0.0,45000.0
5927,501,19,2025-11-24,5,10.0,Cash,Cancelled,Mobile 9,Electronics,Mobiles,25000.0,125000.0,12500.0,112500.0
5928,46,100,2024-07-02,4,10.0,Cash,Cancelled,Smart Watch 10,Fashion,Watches,6500.0,26000.0,2600.0,23400.0
5929,523,190,2025-10-03,2,5.0,Cash,Delivered,Air Cooler 10,Home Appliances,Cooling,11000.0,22000.0,1100.0,20900.0
5930,191,47,2024-05-12,2,20.0,UPI,Delivered,Camera 7,Electronics,Cameras,50000.0,100000.0,20000.0,80000.0
5931,986,12,2025-05-25,5,5.0,Cash,Delivered,Mobile 2,Electronics,Mobiles,25000.0,125000.0,6250.0,118750.0
5932,24,74,2024-05-06,4,5.0,Net Banking,Delivered,Jeans 4,Fashion,Clothing,2500.0,10000.0,500.0,9500.0
5933,899,21,2025-02-10,1,10.0,Cash,Delivered,Smart TV 1,Electronics,Television,45000.0,45000.0,4500.0,40500.0
5934,652,143,2024-10-04,2,0.0,UPI,Delivered,Bed Frame 3,Furniture,Beds,22000.0,44000.0,0.0,44000.0
5935,823,96,2024-12-29,3,5.0,Net Banking,Cancelled,Smart Watch 6,Fashion,Watches,6500.0,19500.0,975.0,18525.0
5936,362,74,2025-10-02,3,5.0,UPI,Delivered,Jeans 4,Fashion,Clothing,2500.0,7500.0,375.0,7125.0
5937,29,165,2025-02-20,4,20.0,UPI,Delivered,Mixer Grinder 5,Home Appliances,Kitchen,4200.0,16800.0,3360.0,13440.0
5938,966,165,2024-12-09,2,5.0,Wallet,Cancelled,Mixer Grinder 5,Home Appliances,Kitchen,4200.0,8400.0,420.0,7980.0
5939,173,87,2025-11-19,2,20.0,UPI,Delivered,Backpack 7,Fashion,Bags,2200.0,4400.0,880.0,3520.0
5940,725,107,2024-07-30,4,5.0,Card,Delivered,Office Chair 7,Furniture,Chairs,8500.0,34000.0,1700.0,32300.0
5941,896,87,2025-11-30,1,0.0,Wallet,Delivered,Backpack 7,Fashion,Bags,2200.0,2200.0,0.0,2200.0
5942,315,1,2025-07-18,5,5.0,Net Banking,Delivered,Laptop 1,Electronics,Computers,65000.0,325000.0,16250.0,308750.0
5943,14,108,2024-07-14,3,20.0,UPI,Delivered,Office Chair 8,Furniture,Chairs,8500.0,25500.0,5100.0,20400.0
5944,661,29,2024-08-28,2,0.0,Net Banking,Delivered,Smart TV 9,Electronics,Television,45000.0,90000.0,0.0,90000.0
5945,909,105,2025-01-04,4,10.0,Cash,Delivered,Office Chair 5,Furniture,Chairs,8500.0,34000.0,3400.0,30600.0
5946,48,152,2024-03-07,3,5.0,Cash,Delivered,Coffee Maker 2,Home Appliances,Kitchen,5500.0,16500.0,825.0,15675.0
5947,642,70,2025-03-08,3,0.0,UPI,Delivered,Casual Shirt 10,Fashion,Clothing,1800.0,5400.0,0.0,5400.0
5948,384,115,2024-05-02,5,15.0,Cash,Delivered,Study Table 5,Furniture,Tables,12000.0,60000.0,9000.0,51000.0
5949,812,178,2024-08-09,2,15.0,Wallet,Cancelled,Vacuum Cleaner 8,Home Appliances,Cleaning,9000.0,18000.0,2700.0,15300.0
5950,129,164,2024-10-23,2,0.0,Cash,Delivered,Mixer Grinder 4,Home Appliances,Kitchen,4200.0,8400.0,0.0,8400.0
5951,957,85,2024-01-30,2,15.0,UPI,Delivered,Backpack 5,Fashion,Bags,2200.0,4400.0,660.0,3740.0
5952,582,38,2024-04-25,3,5.0,UPI,Delivered,Headphones 8,Electronics,Accessories,3500.0,10500.0,525.0,9975.0
5953,877,161,2025-05-23,5,10.0,Card,Delivered,Mixer Grinder 1,Home Appliances,Kitchen,4200.0,21000.0,2100.0,18900.0
5954,684,187,2025-01-15,4,0.0,Net Banking,Delivered,Air Cooler 7,Home Appliances,Cooling,11000.0,44000.0,0.0,44000.0
5955,78,140,2024-03-26,2,5.0,Cash,Delivered,Sofa 10,Furniture,Sofas,28000.0,56000.0,2800.0,53200.0
5956,771,130,2025-01-17,4,20.0,Wallet,Delivered,Bookshelf 10,Furniture,Storage,9500.0,38000.0,7600.0,30400.0
5957,289,92,2025-04-06,1,15.0,Cash,Delivered,Smart Watch 2,Fashion,Watches,6500.0,6500.0,975.0,5525.0
5958,534,172,2024-04-30,2,5.0,Wallet,Delivered,Vacuum Cleaner 2,Home Appliances,Cleaning,9000.0,18000.0,900.0,17100.0
5959,890,46,2025-03-01,1,10.0,UPI,Delivered,Camera 6,Electronics,Cameras,50000.0,50000.0,5000.0,45000.0
5960,707,8,2025-08-25,4,20.0,UPI,Delivered,Laptop 8,Electronics,Computers,65000.0,260000.0,52000.0,208000.0
5961,943,83,2025-09-10,5,0.0,Cash,Delivered,Backpack 3,Fashion,Bags,2200.0,11000.0,0.0,11000.0
5962,103,144,2025-04-14,2,5.0,Net Banking,Delivered,Bed Frame 4,Furniture,Beds,22000.0,44000.0,2200.0,41800.0
5963,518,61,2024-09-04,4,10.0,Card,Delivered,Casual Shirt 1,Fashion,Clothing,1800.0,7200.0,720.0,6480.0
5964,243,53,2025-04-06,2,5.0,Wallet,Delivered,Running Shoes 3,Fashion,Footwear,4500.0,9000.0,450.0,8550.0
5965,671,60,2025-02-15,2,10.0,Net Banking,Delivered,Running Shoes 10,Fashion,Footwear,4500.0,9000.0,900.0,8100.0
5966,784,21,2024-11-15,5,10.0,Card,Delivered,Smart TV 1,Electronics,Television,45000.0,225000.0,22500.0,202500.0
5967,759,25,2025-09-20,5,20.0,Card,Delivered,Smart TV 5,Electronics,Television,45000.0,225000.0,45000.0,180000.0
5968,706,174,2024-04-27,5,15.0,Cash,Delivered,Vacuum Cleaner 4,Home Appliances,Cleaning,9000.0,45000.0,6750.0,38250.0
5969,924,170,2024-07-04,5,20.0,UPI,Delivered,Mixer Grinder 10,Home Appliances,Kitchen,4200.0,21000.0,4200.0,16800.0
5970,4,77,2024-11-15,2,0.0,Wallet,Delivered,Jeans 7,Fashion,Clothing,2500.0,5000.0,0.0,5000.0
5971,275,175,2025-02-25,2,15.0,Card,Delivered,Vacuum Cleaner 5,Home Appliances,Cleaning,9000.0,18000.0,2700.0,15300.0
5972,621,13,2025-03-02,3,10.0,Wallet,Delivered,Mobile 3,Electronics,Mobiles,25000.0,75000.0,7500.0,67500.0
5973,490,63,2025-09-26,1,10.0,Wallet,Delivered,Casual Shirt 3,Fashion,Clothing,1800.0,1800.0,180.0,1620.0
5974,968,6,2025-07-12,4,15.0,Net Banking,Delivered,Laptop 6,Electronics,Computers,65000.0,260000.0,39000.0,221000.0
5975,274,184,2025-08-29,2,5.0,Cash,Delivered,Air Cooler 4,Home Appliances,Cooling,11000.0,22000.0,1100.0,20900.0
5976,175,109,2024-04-08,5,0.0,Cash,Delivered,Office Chair 9,Furniture,Chairs,8500.0,42500.0,0.0,42500.0
5977,46,4,2025-11-09,2,20.0,UPI,Delivered,Laptop 4,Electronics,Computers,65000.0,130000.0,26000.0,104000.0
5978,485,127,2024-02-15,4,20.0,UPI,Delivered,Bookshelf 7,Furniture,Storage,9500.0,38000.0,7600.0,30400.0
5979,835,46,2024-12-23,4,10.0,Card,Delivered,Camera 6,Electronics,Cameras,50000.0,200000.0,20000.0,180000.0
5980,895,175,2024-01-16,4,15.0,UPI,Delivered,Vacuum Cleaner 5,Home Appliances,Cleaning,9000.0,36000.0,5400.0,30600.0
5981,981,53,2024-09-12,1,5.0,UPI,Delivered,Running Shoes 3,Fashion,Footwear,4500.0,4500.0,225.0,4275.0
5982,472,117,2025-03-20,5,0.0,Card,Cancelled,Study Table 7,Furniture,Tables,12000.0,60000.0,0.0,60000.0
5983,931,75,2024-11-17,1,0.0,UPI,Delivered,Jeans 5,Fashion,Clothing,2500.0,2500.0,0.0,2500.0
5984,50,42,2025-05-11,1,20.0,Wallet,Delivered,Camera 2,Electronics,Cameras,50000.0,50000.0,10000.0,40000.0
5985,918,144,2025-04-07,2,20.0,Cash,Delivered,Bed Frame 4,Furniture,Beds,22000.0,44000.0,8800.0,35200.0
5986,11,142,2024-03-29,4,5.0,Card,Delivered,Bed Frame 2,Furniture,Beds,22000.0,88000.0,4400.0,83600.0
5987,105,4,2025-08-27,4,5.0,Wallet,Delivered,Laptop 4,Electronics,Computers,65000.0,260000.0,13000.0,247000.0
5988,720,145,2025-10-23,5,10.0,Wallet,Delivered,Bed Frame 5,Furniture,Beds,22000.0,110000.0,11000.0,99000.0
5989,187,200,2024-11-17,1,20.0,Card,Delivered,Air Fryer 10,Home Appliances,Kitchen,6500.0,6500.0,1300.0,5200.0
5990,243,156,2024-06-12,5,20.0,Cash,Delivered,Coffee Maker 6,Home Appliances,Kitchen,5500.0,27500.0,5500.0,22000.0
5991,733,58,2025-08-08,3,0.0,UPI,Delivered,Running Shoes 8,Fashion,Footwear,4500.0,13500.0,0.0,13500.0
5992,329,85,2025-12-15,1,15.0,Wallet,Delivered,Backpack 5,Fashion,Bags,2200.0,2200.0,330.0,1870.0
5993,532,105,2025-06-29,3,10.0,Card,Delivered,Office Chair 5,Furniture,Chairs,8500.0,25500.0,2550.0,22950.0
5994,597,102,2025-03-02,5,5.0,Card,Delivered,Office Chair 2,Furniture,Chairs,8500.0,42500.0,2125.0,40375.0
5995,366,76,2025-01-23,1,0.0,Net Banking,Delivered,Jeans 6,Fashion,Clothing,2500.0,2500.0,0.0,2500.0
5996,534,85,2024-06-12,4,20.0,UPI,Cancelled,Backpack 5,Fashion,Bags,2200.0,8800.0,1760.0,7040.0
5997,629,32,2025-01-13,3,0.0,Net Banking,Delivered,Headphones 2,Electronics,Accessories,3500.0,10500.0,0.0,10500.0
5998,166,52,2024-10-22,5,10.0,Wallet,Delivered,Running Shoes 2,Fashion,Footwear,4500.0,22500.0,2250.0,20250.0
5999,340,78,2024-09-24,4,10.0,Net Banking,Delivered,Jeans 8,Fashion,Clothing,2500.0,10000.0,1000.0,9000.0
6000,463,170,2025-07-08,1,0.0,Net Banking,Delivered,Mixer Grinder 10,Home Appliances,Kitchen,4200.0,4200.0,0.0,4200.0
6001,17,85,2024-03-06,5,15.0,Card,Delivered,Backpack 5,Fashion,Bags,2200.0,11000.0,1650.0,9350.0
6002,58,8,2024-10-11,2,0.0,Card,Delivered,Laptop 8,Electronics,Computers,65000.0,130000.0,0.0,130000.0
6003,782,41,2025-09-15,3,0.0,Net Banking,Delivered,Camera 1,Electronics,Cameras,50000.0,150000.0,0.0,150000.0
6004,422,49,2024-01-26,2,5.0,UPI,Delivered,Camera 9,Electronics,Cameras,50000.0,100000.0,5000.0,95000.0
6005,676,12,2024-03-28,2,20.0,UPI,Cancelled,Mobile 2,Electronics,Mobiles,25000.0,50000.0,10000.0,40000.0
6006,202,64,2024-04-29,5,0.0,Card,Cancelled,Casual Shirt 4,Fashion,Clothing,1800.0,9000.0,0.0,9000.0
6007,928,46,2024-06-27,3,20.0,Net Banking,Cancelled,Camera 6,Electronics,Cameras,50000.0,150000.0,30000.0,120000.0
6008,414,191,2025-10-19,4,15.0,Wallet,Delivered,Air Fryer 1,Home Appliances,Kitchen,6500.0,26000.0,3900.0,22100.0
6009,717,70,2024-12-07,3,10.0,UPI,Delivered,Casual Shirt 10,Fashion,Clothing,1800.0,5400.0,540.0,4860.0
6010,38,1,2025-07-06,4,20.0,Wallet,Delivered,Laptop 1,Electronics,Computers,65000.0,260000.0,52000.0,208000.0
6011,582,160,2025-10-30,5,0.0,Wallet,Delivered,Coffee Maker 10,Home Appliances,Kitchen,5500.0,27500.0,0.0,27500.0
6012,936,175,2024-03-18,3,5.0,Net Banking,Delivered,Vacuum Cleaner 5,Home Appliances,Cleaning,9000.0,27000.0,1350.0,25650.0
6013,92,9,2024-02-11,1,10.0,UPI,Delivered,Laptop 9,Electronics,Computers,65000.0,65000.0,6500.0,58500.0
6014,446,85,2025-06-05,5,10.0,Card,Delivered,Backpack 5,Fashion,Bags,2200.0,11000.0,1100.0,9900.0
6015,515,55,2024-01-28,4,0.0,Cash,Delivered,Running Shoes 5,Fashion,Footwear,4500.0,18000.0,0.0,18000.0
6016,908,109,2025-06-22,2,10.0,Card,Delivered,Office Chair 9,Furniture,Chairs,8500.0,17000.0,1700.0,15300.0
6017,64,124,2024-04-18,1,10.0,UPI,Delivered,Bookshelf 4,Furniture,Storage,9500.0,9500.0,950.0,8550.0
6018,805,60,2025-03-23,2,15.0,Card,Delivered,Running Shoes 10,Fashion,Footwear,4500.0,9000.0,1350.0,7650.0
6019,854,95,2024-07-25,2,0.0,UPI,Cancelled,Smart Watch 5,Fashion,Watches,6500.0,13000.0,0.0,13000.0
6020,321,136,2024-05-26,1,10.0,UPI,Delivered,Sofa 6,Furniture,Sofas,28000.0,28000.0,2800.0,25200.0
6021,671,82,2024-10-21,1,0.0,Net Banking,Delivered,Backpack 2,Fashion,Bags,2200.0,2200.0,0.0,2200.0
6022,939,97,2024-09-09,2,0.0,Wallet,Delivered,Smart Watch 7,Fashion,Watches,6500.0,13000.0,0.0,13000.0
6023,13,155,2025-02-02,5,0.0,UPI,Cancelled,Coffee Maker 5,Home Appliances,Kitchen,5500.0,27500.0,0.0,27500.0
6024,643,86,2025-04-08,2,0.0,Wallet,Delivered,Backpack 6,Fashion,Bags,2200.0,4400.0,0.0,4400.0
6025,107,64,2024-07-18,1,10.0,Wallet,Cancelled,Casual Shirt 4,Fashion,Clothing,1800.0,1800.0,180.0,1620.0
6026,298,137,2024-05-18,3,5.0,Wallet,Delivered,Sofa 7,Furniture,Sofas,28000.0,84000.0,4200.0,79800.0
6027,832,116,2025-06-07,5,15.0,Cash,Delivered,Study Table 6,Furniture,Tables,12000.0,60000.0,9000.0,51000.0
6028,414,132,2024-01-27,5,20.0,UPI,Delivered,Sofa 2,Furniture,Sofas,28000.0,140000.0,28000.0,112000.0
6029,343,44,2024-08-25,2,15.0,UPI,Delivered,Camera 4,Electronics,Cameras,50000.0,100000.0,15000.0,85000.0
6030,488,187,2024-12-02,4,10.0,Wallet,Delivered,Air Cooler 7,Home Appliances,Cooling,11000.0,44000.0,4400.0,39600.0
6031,832,67,2024-12-03,1,5.0,Card,Delivered,Casual Shirt 7,Fashion,Clothing,1800.0,1800.0,90.0,1710.0
6032,1,190,2025-09-03,1,20.0,Net Banking,Delivered,Air Cooler 10,Home Appliances,Cooling,11000.0,11000.0,2200.0,8800.0
6033,456,145,2025-10-25,5,20.0,Net Banking,Delivered,Bed Frame 5,Furniture,Beds,22000.0,110000.0,22000.0,88000.0
6034,365,68,2024-06-23,1,15.0,Card,Delivered,Casual Shirt 8,Fashion,Clothing,1800.0,1800.0,270.0,1530.0
6035,642,60,2025-12-27,3,10.0,UPI,Delivered,Running Shoes 10,Fashion,Footwear,4500.0,13500.0,1350.0,12150.0
6036,937,179,2025-05-08,4,20.0,UPI,Delivered,Vacuum Cleaner 9,Home Appliances,Cleaning,9000.0,36000.0,7200.0,28800.0
6037,876,140,2024-11-22,5,15.0,Wallet,Delivered,Sofa 10,Furniture,Sofas,28000.0,140000.0,21000.0,119000.0
6038,19,137,2024-07-02,2,10.0,Wallet,Delivered,Sofa 7,Furniture,Sofas,28000.0,56000.0,5600.0,50400.0
6039,527,199,2024-09-09,2,0.0,Net Banking,Delivered,Air Fryer 9,Home Appliances,Kitchen,6500.0,13000.0,0.0,13000.0
6040,399,3,2025-07-14,4,15.0,Wallet,Delivered,Laptop 3,Electronics,Computers,65000.0,260000.0,39000.0,221000.0
6041,957,166,2024-08-03,2,15.0,Card,Delivered,Mixer Grinder 6,Home Appliances,Kitchen,4200.0,8400.0,1260.0,7140.0
6042,917,121,2025-02-17,2,15.0,UPI,Delivered,Bookshelf 1,Furniture,Storage,9500.0,19000.0,2850.0,16150.0
6043,280,34,2024-12-06,2,10.0,UPI,Delivered,Headphones 4,Electronics,Accessories,3500.0,7000.0,700.0,6300.0
6044,14,176,2025-04-26,3,20.0,Cash,Delivered,Vacuum Cleaner 6,Home Appliances,Cleaning,9000.0,27000.0,5400.0,21600.0
6045,91,169,2025-05-26,4,15.0,UPI,Delivered,Mixer Grinder 9,Home Appliances,Kitchen,4200.0,16800.0,2520.0,14280.0
6046,795,102,2024-08-23,5,20.0,Cash,Delivered,Office Chair 2,Furniture,Chairs,8500.0,42500.0,8500.0,34000.0
6047,969,25,2024-02-23,2,10.0,Card,Delivered,Smart TV 5,Electronics,Television,45000.0,90000.0,9000.0,81000.0
6048,765,44,2024-11-16,4,10.0,UPI,Delivered,Camera 4,Electronics,Cameras,50000.0,200000.0,20000.0,180000.0
6049,453,61,2024-01-06,4,20.0,Cash,Delivered,Casual Shirt 1,Fashion,Clothing,1800.0,7200.0,1440.0,5760.0
6050,928,194,2025-01-31,5,10.0,UPI,Delivered,Air Fryer 4,Home Appliances,Kitchen,6500.0,32500.0,3250.0,29250.0
6051,545,7,2024-07-02,3,0.0,UPI,Delivered,Laptop 7,Electronics,Computers,65000.0,195000.0,0.0,195000.0
6052,126,113,2025-01-19,5,0.0,Cash,Delivered,Study Table 3,Furniture,Tables,12000.0,60000.0,0.0,60000.0
6053,628,39,2025-10-16,3,5.0,Wallet,Delivered,Headphones 9,Electronics,Accessories,3500.0,10500.0,525.0,9975.0
6054,878,166,2025-05-17,5,5.0,Wallet,Delivered,Mixer Grinder 6,Home Appliances,Kitchen,4200.0,21000.0,1050.0,19950.0
6055,419,93,2025-07-04,5,20.0,Net Banking,Delivered,Smart Watch 3,Fashion,Watches,6500.0,32500.0,6500.0,26000.0
6056,929,171,2024-11-04,4,5.0,Cash,Delivered,Vacuum Cleaner 1,Home Appliances,Cleaning,9000.0,36000.0,1800.0,34200.0
6057,364,95,2025-05-11,1,5.0,Wallet,Delivered,Smart Watch 5,Fashion,Watches,6500.0,6500.0,325.0,6175.0
6058,692,199,2025-05-01,3,0.0,Cash,Delivered,Air Fryer 9,Home Appliances,Kitchen,6500.0,19500.0,0.0,19500.0
6059,828,144,2024-07-23,2,10.0,Cash,Delivered,Bed Frame 4,Furniture,Beds,22000.0,44000.0,4400.0,39600.0
6060,82,188,2025-08-05,1,15.0,UPI,Delivered,Air Cooler 8,Home Appliances,Cooling,11000.0,11000.0,1650.0,9350.0
6061,366,11,2024-12-13,2,15.0,Wallet,Delivered,Mobile 1,Electronics,Mobiles,25000.0,50000.0,7500.0,42500.0
6062,139,19,2024-02-21,5,20.0,UPI,Delivered,Mobile 9,Electronics,Mobiles,25000.0,125000.0,25000.0,100000.0
6063,919,100,2025-09-09,2,5.0,Net Banking,Delivered,Smart Watch 10,Fashion,Watches,6500.0,13000.0,650.0,12350.0
6064,686,165,2025-01-22,4,5.0,Wallet,Delivered,Mixer Grinder 5,Home Appliances,Kitchen,4200.0,16800.0,840.0,15960.0
6065,3,98,2025-05-23,1,5.0,Wallet,Delivered,Smart Watch 8,Fashion,Watches,6500.0,6500.0,325.0,6175.0
6066,771,6,2024-02-23,3,10.0,Wallet,Delivered,Laptop 6,Electronics,Computers,65000.0,195000.0,19500.0,175500.0
6067,851,1,2024-12-06,3,15.0,Net Banking,Delivered,Laptop 1,Electronics,Computers,65000.0,195000.0,29250.0,165750.0
6068,643,194,2024-08-09,4,0.0,Wallet,Delivered,Air Fryer 4,Home Appliances,Kitchen,6500.0,26000.0,0.0,26000.0
6069,29,3,2024-01-25,3,10.0,Cash,Delivered,Laptop 3,Electronics,Computers,65000.0,195000.0,19500.0,175500.0
6070,527,46,2025-08-03,5,20.0,Card,Cancelled,Camera 6,Electronics,Cameras,50000.0,250000.0,50000.0,200000.0
6071,453,49,2025-08-26,5,15.0,Cash,Delivered,Camera 9,Electronics,Cameras,50000.0,250000.0,37500.0,212500.0
6072,164,162,2024-10-20,1,10.0,Net Banking,Delivered,Mixer Grinder 2,Home Appliances,Kitchen,4200.0,4200.0,420.0,3780.0
6073,429,197,2025-04-01,1,10.0,UPI,Delivered,Air Fryer 7,Home Appliances,Kitchen,6500.0,6500.0,650.0,5850.0
6074,749,92,2025-08-24,5,5.0,Cash,Delivered,Smart Watch 2,Fashion,Watches,6500.0,32500.0,1625.0,30875.0
6075,1,101,2025-02-12,4,15.0,Net Banking,Delivered,Office Chair 1,Furniture,Chairs,8500.0,34000.0,5100.0,28900.0
6076,433,182,2025-02-15,4,5.0,UPI,Delivered,Air Cooler 2,Home Appliances,Cooling,11000.0,44000.0,2200.0,41800.0
6077,304,95,2024-03-16,3,15.0,Card,Delivered,Smart Watch 5,Fashion,Watches,6500.0,19500.0,2925.0,16575.0
6078,536,98,2024-04-15,5,5.0,Net Banking,Delivered,Smart Watch 8,Fashion,Watches,6500.0,32500.0,1625.0,30875.0
6079,636,2,2025-12-12,1,10.0,Wallet,Delivered,Laptop 2,Electronics,Computers,65000.0,65000.0,6500.0,58500.0
6080,758,25,2025-07-18,3,20.0,Net Banking,Delivered,Smart TV 5,Electronics,Television,45000.0,135000.0,27000.0,108000.0
6081,236,168,2024-12-04,3,0.0,Wallet,Delivered,Mixer Grinder 8,Home Appliances,Kitchen,4200.0,12600.0,0.0,12600.0
6082,13,102,2024-07-16,3,20.0,Wallet,Delivered,Office Chair 2,Furniture,Chairs,8500.0,25500.0,5100.0,20400.0
6083,86,62,2025-08-27,5,15.0,Wallet,Delivered,Casual Shirt 2,Fashion,Clothing,1800.0,9000.0,1350.0,7650.0
6084,196,10,2025-03-11,4,5.0,Cash,Delivered,Laptop 10,Electronics,Computers,65000.0,260000.0,13000.0,247000.0
6085,400,125,2025-09-02,2,0.0,UPI,Delivered,Bookshelf 5,Furniture,Storage,9500.0,19000.0,0.0,19000.0
